Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
2594630,4,1.5,74779,Delhi,Unfurnished,3754933
2596759,5,1.5,98989,Delhi,Fully furnished,4138813
2326183,5,1.5,70812,Delhi,Semi-furnished,3691185
2484328,5,1.5,94590,Delhi,Unfurnished,3683687
2655524,6,1.5,96020,Delhi,Fully furnished,4143942
2771507,6,1.5,93539,Delhi,Semi-furnished,4046631
2772363,6,1.5,67584,Delhi,Unfurnished,3810181
2536685,7,1.5,97356,Delhi,Fully furnished,4021564
2253057,7,1.5,57914,Delhi,Semi-furnished,3539234
2997059,7,1.5,34624,Delhi,Unfurnished,3873438
2468801,8,1.5,82307,Delhi,Fully furnished,3899864
2835304,8,1.5,4700,Delhi,Semi-furnished,3827671
2391408,8,1.5,29054,Delhi,Unfurnished,3363889
2711844,9,1.5,95466,Delhi,Fully furnished,4074527
2791414,9,1.5,68517,Delhi,Semi-furnished,3895712
2598944,9,1.5,44601,Delhi,Unfurnished,3516820
2854143,10,1.5,79054,Delhi,Fully furnished,4105567
3154169,10,1.5,24749,Delhi,Semi-furnished,4034116
2513180,10,1.5,56069,Delhi,Unfurnished,3435869
3128514,11,1.5,95824,Delhi,Fully furnished,4307983
3117429,11,1.5,88303,Delhi,Semi-furnished,4103013
2994786,11,1.5,25272,Delhi,Unfurnished,3691136
2891143,12,1.5,6616,Delhi,Fully furnished,3886324
3095823,12,1.5,21330,Delhi,Semi-furnished,3894251
2281292,12,1.5,83412,Delhi,Unfurnished,3231788
2206927,13,1.5,78915,Delhi,Fully furnished,3478378
2909864,13,1.5,89403,Delhi,Semi-furnished,3855683
2750126,13,1.5,8456,Delhi,Unfurnished,3376199
2767962,14,1.5,31594,Delhi,Fully furnished,3751658
2916255,14,1.5,1135,Delhi,Semi-furnished,3617351
2594630,14,1.5,74779,Delhi,Unfurnished,3354933
2596759,15,1.5,98989,Delhi,Fully furnished,3718813
2326183,15,1.5,70812,Delhi,Semi-furnished,3271185
2484328,15,1.5,94590,Delhi,Unfurnished,3263687
3092114,0,2,45080,Delhi,Fully furnished,4669183
3517753,0,2,6752,Delhi,Semi-furnished,4728347
3418972,0,2,83957,Delhi,Unfurnished,4643124
3218873,1,2,98085,Delhi,Fully furnished,4859130
3750254,1,2,9595,Delhi,Semi-furnished,4888302
3763185,1,2,8271,Delhi,Unfurnished,4715217
3430569,2,2,47915,Delhi,Fully furnished,4884645
3043347,2,2,37396,Delhi,Semi-furnished,4387215
2970148,2,2,93570,Delhi,Unfurnished,4275166
3386157,3,2,76238,Delhi,Fully furnished,4886203
3749754,3,2,24883,Delhi,Semi-furnished,4869556
3786620,3,2,66185,Delhi,Unfurnished,4808438
3271308,4,2,13026,Delhi,Fully furnished,4630851
3003690,4,2,48682,Delhi,Semi-furnished,4325905
3316631,4,2,9994,Delhi,Unfurnished,4298626
3319315,5,2,75094,Delhi,Fully furnished,4772886
3277380,5,2,44298,Delhi,Semi-furnished,4493264
3490049,5,2,86173,Delhi,Unfurnished,4567018
3573750,6,2,75137,Delhi,Fully furnished,4933351
3313641,6,2,98615,Delhi,Semi-furnished,4607320
2800970,6,2,62899,Delhi,Unfurnished,3959115
3775215,7,2,45236,Delhi,Fully furnished,4985683
3184648,7,2,1741,Delhi,Semi-furnished,4261163
2853337,7,2,32606,Delhi,Unfurnished,3897269
2831921,8,2,2453,Delhi,Fully furnished,4137657
3331943,8,2,54047,Delhi,Semi-furnished,4451180
2880805,8,2,48575,Delhi,Unfurnished,3916277
3259430,9,2,99838,Delhi,Fully furnished,4637810
3229855,9,2,34552,Delhi,Semi-furnished,4291704
3498977,9,2,99793,Delhi,Unfurnished,4459767
3092114,10,2,45080,Delhi,Fully furnished,4349183
3517753,10,2,6752,Delhi,Semi-furnished,4408347
3418972,10,2,83957,Delhi,Unfurnished,4323124
3218873,11,2,98085,Delhi,Fully furnished,4519130
3750254,11,2,9595,Delhi,Semi-furnished,4548302
3763185,11,2,8271,Delhi,Unfurnished,4375217
3430569,12,2,47915,Delhi,Fully furnished,4524645
3043347,12,2,37396,Delhi,Semi-furnished,4027215
2970148,12,2,93570,Delhi,Unfurnished,3915166
3386157,13,2,76238,Delhi,Fully furnished,4506203
3749754,13,2,24883,Delhi,Semi-furnished,4489556
3786620,13,2,66185,Delhi,Unfurnished,4428438
3271308,14,2,13026,Delhi,Fully furnished,4230851
3003690,14,2,48682,Delhi,Semi-furnished,3925905
3316631,14,2,9994,Delhi,Unfurnished,3898626
3319315,15,2,75094,Delhi,Fully furnished,4352886
3277380,15,2,44298,Delhi,Semi-furnished,4073264
3490049,15,2,86173,Delhi,Unfurnished,4147018
4004618,0,2.5,78922,Delhi,Fully furnished,5589638
4014456,0,2.5,42353,Delhi,Semi-furnished,5336663
3806416,0,2.5,66005,Delhi,Unfurnished,5050587
4176853,1,2.5,51899,Delhi,Fully furnished,5638086
3465920,1,2.5,52791,Delhi,Semi-furnished,4919739
4307668,1,2.5,48028,Delhi,Unfurnished,5368989
3493137,2,2.5,73258,Delhi,Fully furnished,5140452
4296712,2,2.5,39431,Delhi,Semi-furnished,5496749
3950723,2,2.5,18214,Delhi,Unfurnished,5007120
4191231,3,2.5,42523,Delhi,Fully furnished,5576386
4285776,3,2.5,79240,Delhi,Semi-furnished,5549018
3449111,3,2.5,89363,Delhi,Unfurnished,4755423
3861051,4,2.5,24774,Delhi,Fully furnished,5257402
4383872,4,2.5,67177,Delhi,Semi-furnished,5568032
3794700,4,2.5,81652,Delhi,Unfurnished,4972106
3627964,5,2.5,92317,Delhi,Fully furnished,5197850
3589175,5,2.5,90212,Delhi,Semi-furnished,4983739
4086772,5,2.5,43908,Delhi,Unfurnished,5080044
4337547,6,2.5,50337,Delhi,Fully furnished,5611777
3587417,6,2.5,85035,Delhi,Semi-furnished,4938014
3891916,6,2.5,97183,Delhi,Unfurnished,5016159
3857655,7,2.5,9853,Delhi,Fully furnished,5122994
4050343,7,2.5,91474,Delhi,Semi-furnished,5269003
3560234,7,2.5,23080,Delhi,Unfurnished,4566054
4233375,8,2.5,23816,Delhi,Fully furnished,5402260
4185855,8,2.5,16628,Delhi,Semi-furnished,5170331
4112003,8,2.5,86598,Delhi,Unfurnished,5088138
4090228,9,2.5,30743,Delhi,Fully furnished,5269708
4286992,9,2.5,7712,Delhi,Semi-furnished,5188580
3431966,9,2.5,54561,Delhi,Unfurnished,4461828
4004618,10,2.5,78922,Delhi,Fully furnished,5269638
4014456,10,2.5,42353,Delhi,Semi-furnished,5016663
3806416,10,2.5,66005,Delhi,Unfurnished,4730587
4176853,11,2.5,51899,Delhi,Fully furnished,5298086
3465920,11,2.5,52791,Delhi,Semi-furnished,4579739
4307668,11,2.5,48028,Delhi,Unfurnished,5028989
3493137,12,2.5,73258,Delhi,Fully furnished,4780452
4296712,12,2.5,39431,Delhi,Semi-furnished,5136749
3950723,12,2.5,18214,Delhi,Unfurnished,4647120
4191231,13,2.5,42523,Delhi,Fully furnished,5196386
4285776,13,2.5,79240,Delhi,Semi-furnished,5169018
3449111,13,2.5,89363,Delhi,Unfurnished,4375423
3861051,14,2.5,24774,Delhi,Fully furnished,4857402
4383872,14,2.5,67177,Delhi,Semi-furnished,5168032
3794700,14,2.5,81652,Delhi,Unfurnished,4572106
3627964,15,2.5,92317,Delhi,Fully furnished,4777850
3589175,15,2.5,90212,Delhi,Semi-furnished,4563739
4086772,15,2.5,43908,Delhi,Unfurnished,4660044
4288339,0,3,43302,Delhi,Fully furnished,5894402
4366652,0,3,81852,Delhi,Semi-furnished,5858730
4467279,0,3,41867,Delhi,Unfurnished,5667239
4141980,1,3,42646,Delhi,Fully furnished,5758726
4189194,1,3,54209,Delhi,Semi-furnished,5640047
4961216,1,3,18276,Delhi,Unfurnished,5967731
4344015,2,3,52011,Delhi,Fully furnished,5907876
4930388,2,3,75302,Delhi,Semi-furnished,6224759
4640770,2,3,95767,Delhi,Unfurnished,5869673
4809883,3,3,1958,Delhi,Fully furnished,6124819
4318096,3,3,46408,Delhi,Semi-furnished,5668851
4666416,3,3,1556,Delhi,Unfurnished,5654899
4323681,4,3,84827,Delhi,Fully furnished,5908617
4437281,4,3,37411,Delhi,Semi-furnished,5710638
4470624,4,3,531,Delhi,Unfurnished,5474842
4295769,5,3,41143,Delhi,Fully furnished,5760299
4467843,5,3,25224,Delhi,Semi-furnished,5676053
4612756,5,3,52574,Delhi,Unfurnished,5666357
4561750,6,3,31573,Delhi,Fully furnished,5908391
4633783,6,3,58382,Delhi,Semi-furnished,5842115
4562810,6,3,45059,Delhi,Unfurnished,5578865
4390957,7,3,11049,Delhi,Fully furnished,5698435
4403243,7,3,60430,Delhi,Semi-furnished,5636411
4196728,7,3,13502,Delhi,Unfurnished,5196218
4367505,8,3,85690,Delhi,Fully furnished,5807822
4110988,8,3,67048,Delhi,Semi-furnished,5391856
4487933,8,3,64318,Delhi,Unfurnished,5492329
4237790,9,3,73531,Delhi,Fully furnished,5643489
4030945,9,3,79149,Delhi,Semi-furnished,5318646
4723243,9,3,32844,Delhi,Unfurnished,5562921
4288339,10,3,43302,Delhi,Fully furnished,5574402
4366652,10,3,81852,Delhi,Semi-furnished,5538730
4467279,10,3,41867,Delhi,Unfurnished,5347239
4141980,11,3,42646,Delhi,Fully furnished,5418726
4189194,11,3,54209,Delhi,Semi-furnished,5300047
4961216,11,3,18276,Delhi,Unfurnished,5627731
4344015,12,3,52011,Delhi,Fully furnished,5547876
4930388,12,3,75302,Delhi,Semi-furnished,5864759
4640770,12,3,95767,Delhi,Unfurnished,5509673
4809883,13,3,1958,Delhi,Fully furnished,5744819
4318096,13,3,46408,Delhi,Semi-furnished,5288851
4666416,13,3,1556,Delhi,Unfurnished,5274899
4323681,14,3,84827,Delhi,Fully furnished,5508617
4437281,14,3,37411,Delhi,Semi-furnished,5310638
4470624,14,3,531,Delhi,Unfurnished,5074842
4295769,15,3,41143,Delhi,Fully furnished,5340299
4467843,15,3,25224,Delhi,Semi-furnished,5256053
4612756,15,3,52574,Delhi,Unfurnished,5246357
5461431,0,3.5,9302,Delhi,Fully furnished,6893652
4756927,0,3.5,55087,Delhi,Semi-furnished,6278956
5551993,0,3.5,53143,Delhi,Unfurnished,6698929
5004879,1,3.5,95281,Delhi,Fully furnished,6712826
5052360,1,3.5,2112,Delhi,Semi-furnished,6363940
5362178,1,3.5,72515,Delhi,Unfurnished,6574288
4746945,2,3.5,47139,Delhi,Fully furnished,6385884
4789554,2,3.5,34038,Delhi,Semi-furnished,6209445
5513231,2,3.5,23193,Delhi,Unfurnished,6555580
4761802,3,3.5,60709,Delhi,Fully furnished,6400029
5210140,3,3.5,52841,Delhi,Semi-furnished,6543457
5539030,3,3.5,29360,Delhi,Unfurnished,6561755
4636820,4,3.5,91495,Delhi,Fully furnished,6343772
5059156,4,3.5,11214,Delhi,Semi-furnished,6308129
5430424,4,3.5,75651,Delhi,Unfurnished,6552054
5419256,5,3.5,37341,Delhi,Fully furnished,6788285
4976587,5,3.5,35312,Delhi,Semi-furnished,6267393
4917589,5,3.5,21569,Delhi,Unfurnished,6012319
4727707,6,3.5,47356,Delhi,Fully furnished,6251741
4907546,6,3.5,24796,Delhi,Semi-furnished,6158786
5448133,6,3.5,61985,Delhi,Unfurnished,6471448
5049221,7,3.5,6604,Delhi,Fully furnished,6371437
5263628,7,3.5,29579,Delhi,Semi-furnished,6404931
5076915,7,3.5,6397,Delhi,Unfurnished,6032029
5131141,8,3.5,20299,Delhi,Fully furnished,6426825
4714154,8,3.5,43844,Delhi,Semi-furnished,5981714
4840858,8,3.5,80970,Delhi,Unfurnished,5979686
5436352,9,3.5,55281,Delhi,Fully furnished,6696746
5368616,9,3.5,59653,Delhi,Semi-furnished,6474885
5422109,9,3.5,94969,Delhi,Unfurnished,6413235
5461431,10,3.5,9302,Delhi,Fully furnished,6573652
4756927,10,3.5,55087,Delhi,Semi-furnished,5958956
5551993,10,3.5,53143,Delhi,Unfurnished,6378929
5004879,11,3.5,95281,Delhi,Fully furnished,6372826
5052360,11,3.5,2112,Delhi,Semi-furnished,6023940
5362178,11,3.5,72515,Delhi,Unfurnished,6234288
4746945,12,3.5,47139,Delhi,Fully furnished,6025884
4789554,12,3.5,34038,Delhi,Semi-furnished,5849445
5513231,12,3.5,23193,Delhi,Unfurnished,6195580
4761802,13,3.5,60709,Delhi,Fully furnished,6020029
5210140,13,3.5,52841,Delhi,Semi-furnished,6163457
5539030,13,3.5,29360,Delhi,Unfurnished,6181755
4636820,14,3.5,91495,Delhi,Fully furnished,5943772
5059156,14,3.5,11214,Delhi,Semi-furnished,5908129
5430424,14,3.5,75651,Delhi,Unfurnished,6152054
5419256,15,3.5,37341,Delhi,Fully furnished,6368285
4976587,15,3.5,35312,Delhi,Semi-furnished,5847393
4917589,15,3.5,21569,Delhi,Unfurnished,5592319
5539447,0,4,69330,Delhi,Fully furnished,7282506
6198117,0,4,46884,Delhi,Semi-furnished,7553714
6105301,0,4,58644,Delhi,Unfurnished,7329046
5839777,1,4,15947,Delhi,Fully furnished,7370314
5676294,1,4,74782,Delhi,Semi-furnished,7195504
5432544,1,4,14140,Delhi,Unfurnished,6696841
5677992,2,4,77189,Delhi,Fully furnished,7357090
5757196,2,4,99897,Delhi,Semi-furnished,7287242
6047698,2,4,20797,Delhi,Unfurnished,7154004
6126879,3,4,7654,Delhi,Fully furnished,7518267
5877692,3,4,88594,Delhi,Semi-furnished,7326953
5375268,3,4,33296,Delhi,Unfurnished,6643455
5265622,4,4,7670,Delhi,Fully furnished,6834747
6054979,4,4,48538,Delhi,Semi-furnished,7344568
5825574,4,4,1642,Delhi,Unfurnished,6887049
6039072,5,4,21829,Delhi,Fully furnished,7422719
5901081,5,4,87182,Delhi,Semi-furnished,7281622
5918608,5,4,7277,Delhi,Unfurnished,6939151
5860450,6,4,17572,Delhi,Fully furnished,7244600
6040869,6,4,19107,Delhi,Semi-furnished,7205096
5827917,6,4,66915,Delhi,Unfurnished,6968430
5225943,7,4,8308,Delhi,Fully furnished,6706994
5307074,7,4,70230,Delhi,Semi-furnished,6724882
5586841,7,4,79875,Delhi,Unfurnished,6778724
5734736,8,4,67823,Delhi,Fully furnished,7187610
5523179,8,4,14820,Delhi,Semi-furnished,6730220
5595174,8,4,82713,Delhi,Unfurnished,6754301
5711381,9,4,2879,Delhi,Fully furnished,6987983
5457522,9,4,43478,Delhi,Semi-furnished,6704368
5449517,9,4,88621,Delhi,Unfurnished,6617599
5539447,10,4,69330,Delhi,Fully furnished,6962506
6198117,10,4,46884,Delhi,Semi-furnished,7233714
6105301,10,4,58644,Delhi,Unfurnished,7009046
5839777,11,4,15947,Delhi,Fully furnished,7030314
5676294,11,4,74782,Delhi,Semi-furnished,6855504
5432544,11,4,14140,Delhi,Unfurnished,6356841
5677992,12,4,77189,Delhi,Fully furnished,6997090
5757196,12,4,99897,Delhi,Semi-furnished,6927242
6047698,12,4,20797,Delhi,Unfurnished,6794004
6126879,13,4,7654,Delhi,Fully furnished,7138267
5877692,13,4,88594,Delhi,Semi-furnished,6946953
5375268,13,4,33296,Delhi,Unfurnished,6263455
5265622,14,4,7670,Delhi,Fully furnished,6434747
6054979,14,4,48538,Delhi,Semi-furnished,6944568
5825574,14,4,1642,Delhi,Unfurnished,6487049
6039072,15,4,21829,Delhi,Fully furnished,7002719
5901081,15,4,87182,Delhi,Semi-furnished,6861622
5918608,15,4,7277,Delhi,Unfurnished,6519151
6456761,0,4.5,77274,Delhi,Fully furnished,8209641
6705883,0,4.5,68005,Delhi,Semi-furnished,8198582
6342078,0,4.5,39173,Delhi,Unfurnished,7678660
6715411,1,4.5,62561,Delhi,Fully furnished,8350847
6629005,1,4.5,24749,Delhi,Semi-furnished,8021992
6391222,1,4.5,19849,Delhi,Unfurnished,7650497
6215624,2,4.5,39214,Delhi,Fully furnished,7894645
5806820,2,4.5,36292,Delhi,Semi-furnished,7397526
6004977,2,4.5,36958,Delhi,Unfurnished,7369590
6057443,3,4.5,61389,Delhi,Fully furnished,7796212
5974259,3,4.5,65651,Delhi,Semi-furnished,7562369
5820363,3,4.5,21086,Delhi,Unfurnished,7167365
6373819,4,4.5,65067,Delhi,Fully furnished,8015750
6109593,4,4.5,47091,Delhi,Semi-furnished,7595391
5828922,4,4.5,1139,Delhi,Unfurnished,7100987
6432727,5,4.5,51499,Delhi,Fully furnished,7999670
6142748,5,4.5,75631,Delhi,Semi-furnished,7652377
6287778,5,4.5,72682,Delhi,Unfurnished,7576112
6288680,6,4.5,92838,Delhi,Fully furnished,7948140
5804368,6,4.5,40277,Delhi,Semi-furnished,7284429
6530172,6,4.5,97011,Delhi,Unfurnished,7780855
5867249,7,4.5,85390,Delhi,Fully furnished,7576467
6249033,7,4.5,10923,Delhi,Semi-furnished,7522796
6410630,7,4.5,91454,Delhi,Unfurnished,7642778
6058287,8,4.5,24895,Delhi,Fully furnished,7551567
6038955,8,4.5,71944,Delhi,Semi-furnished,7460383
5988306,8,4.5,70897,Delhi,Unfurnished,7239586
6188318,9,4.5,27638,Delhi,Fully furnished,7617425
6582960,9,4.5,44644,Delhi,Semi-furnished,7774766
6140006,9,4.5,21415,Delhi,Unfurnished,7207018
6456761,10,4.5,77274,Delhi,Fully furnished,7889641
6705883,10,4.5,68005,Delhi,Semi-furnished,7878582
6342078,10,4.5,39173,Delhi,Unfurnished,7358660
6715411,11,4.5,62561,Delhi,Fully furnished,8010847
6629005,11,4.5,24749,Delhi,Semi-furnished,7681992
6391222,11,4.5,19849,Delhi,Unfurnished,7310497
6215624,12,4.5,39214,Delhi,Fully furnished,7534645
5806820,12,4.5,36292,Delhi,Semi-furnished,7037526
6004977,12,4.5,36958,Delhi,Unfurnished,7009590
6057443,13,4.5,61389,Delhi,Fully furnished,7416212
5974259,13,4.5,65651,Delhi,Semi-furnished,7182369
5820363,13,4.5,21086,Delhi,Unfurnished,6787365
6373819,14,4.5,65067,Delhi,Fully furnished,7615750
6109593,14,4.5,47091,Delhi,Semi-furnished,7195391
5828922,14,4.5,1139,Delhi,Unfurnished,6700987
6432727,15,4.5,51499,Delhi,Fully furnished,7579670
6142748,15,4.5,75631,Delhi,Semi-furnished,7232377
6287778,15,4.5,72682,Delhi,Unfurnished,7156112
7521600,0,5,22098,Delhi,Fully furnished,9125032
7604295,0,5,26579,Delhi,Semi-furnished,9017738
7701759,0,5,35644,Delhi,Unfurnished,8931754
7024957,1,5,23943,Delhi,Fully furnished,8728642
6980943,1,5,41161,Delhi,Semi-furnished,8553071
6970816,1,5,53911,Delhi,Unfurnished,8393424
7210744,2,5,52477,Delhi,Fully furnished,8907615
7001203,2,5,78307,Delhi,Semi-furnished,8625190
7029015,2,5,26315,Delhi,Unfurnished,8351944
7080343,3,5,25699,Delhi,Fully furnished,8722598
7410055,3,5,19002,Delhi,Semi-furnished,8778446
7695064,3,5,39567,Delhi,Unfurnished,8860296
7880423,4,5,76048,Delhi,Fully furnished,9412427
7030210,4,5,43749,Delhi,Semi-furnished,8515207
7273581,4,5,320,Delhi,Unfurnished,8424626
7100404,5,5,79596,Delhi,Fully furnished,8796418
7131707,5,5,4046,Delhi,Semi-furnished,8473999
7818301,5,5,62676,Delhi,Unfurnished,8944796
7173931,6,5,52941,Delhi,Fully furnished,8760658
7306815,6,5,98870,Delhi,Semi-furnished,8782693
7626725,6,5,18126,Delhi,Unfurnished,8668188
7462053,7,5,49408,Delhi,Fully furnished,8936858
7333152,7,5,7536,Delhi,Semi-furnished,8566775
6983640,7,5,2933,Delhi,Unfurnished,8111019
7673013,8,5,31578,Delhi,Fully furnished,9020961
7044348,8,5,35130,Delhi,Semi-furnished,8370990
7698613,8,5,73244,Delhi,Unfurnished,8772083
7879828,9,5,29473,Delhi,Fully furnished,9134510
7710704,9,5,27200,Delhi,Semi-furnished,8820975
7564075,9,5,78121,Delhi,Unfurnished,8641563
7521600,10,5,22098,Delhi,Fully furnished,8805032
7604295,10,5,26579,Delhi,Semi-furnished,8697738
7701759,10,5,35644,Delhi,Unfurnished,8611754
7024957,11,5,23943,Delhi,Fully furnished,8388642
6980943,11,5,41161,Delhi,Semi-furnished,8213071
6970816,11,5,53911,Delhi,Unfurnished,8053424
7210744,12,5,52477,Delhi,Fully furnished,8547615
7001203,12,5,78307,Delhi,Semi-furnished,8265190
7029015,12,5,26315,Delhi,Unfurnished,7991944
7080343,13,5,25699,Delhi,Fully furnished,8342598
7410055,13,5,19002,Delhi,Semi-furnished,8398446
7695064,13,5,39567,Delhi,Unfurnished,8480296
7880423,14,5,76048,Delhi,Fully furnished,9012427
7030210,14,5,43749,Delhi,Semi-furnished,8115207
7273581,14,5,320,Delhi,Unfurnished,8024626
7100404,15,5,79596,Delhi,Fully furnished,8376418
7131707,15,5,4046,Delhi,Semi-furnished,8053999
7818301,15,5,62676,Delhi,Unfurnished,8524796
1684298,0,1,28766,Tiruppur,Fully furnished,2023352
2371107,0,1,70719,Tiruppur,Semi-furnished,2457623
2221297,0,1,98018,Tiruppur,Unfurnished,2223825
1878406,1,1,70843,Tiruppur,Fully furnished,2240443
2299904,1,1,74852,Tiruppur,Semi-furnished,2389601
1930662,1,1,20064,Tiruppur,Unfurnished,1808444
1942958,2,1,88579,Tiruppur,Fully furnished,2303522
2332341,2,1,34239,Tiruppur,Semi-furnished,2299905
2455410,2,1,59702,Tiruppur,Unfurnished,2269456
2493730,3,1,98424,Tiruppur,Fully furnished,2716768
2207113,3,1,73438,Tiruppur,Semi-furnished,2263969
2281153,3,1,28504,Tiruppur,Unfurnished,2041385
2289364,4,1,51804,Tiruppur,Fully furnished,2429885
2399059,4,1,68359,Tiruppur,Semi-furnished,2369675
1601555,4,1,912,Tiruppur,Unfurnished,1435188
1758956,5,1,35425,Tiruppur,Fully furnished,1959742
1771436,5,1,21847,Tiruppur,Semi-furnished,1759355
2026673,5,1,74085,Tiruppur,Unfurnished,1888258
2318356,6,1,49430,Tiruppur,Fully furnished,2382697
2181914,6,1,25672,Tiruppur,Semi-furnished,2046733
1998658,6,1,64193,Tiruppur,Unfurnished,1812205
2250898,7,1,39515,Tiruppur,Fully furnished,2274615
1535746,7,1,7048,Tiruppur,Semi-furnished,1479673
1828329,7,1,79651,Tiruppur,Unfurnished,1681762
2351532,8,1,60375,Tiruppur,Fully furnished,2359989
1543628,8,1,40383,Tiruppur,Semi-furnished,1522000
1826734,8,1,83039,Tiruppur,Unfurnished,1651004
2094071,9,1,76344,Tiruppur,Fully furnished,2160451
1793158,9,1,57327,Tiruppur,Semi-furnished,1709919
1761559,9,1,62364,Tiruppur,Unfurnished,1516986
1684298,10,1,28766,Tiruppur,Fully furnished,1703352
2371107,10,1,70719,Tiruppur,Semi-furnished,2137623
2221297,10,1,98018,Tiruppur,Unfurnished,1903825
1878406,11,1,70843,Tiruppur,Fully furnished,1900443
2299904,11,1,74852,Tiruppur,Semi-furnished,2049601
1930662,11,1,20064,Tiruppur,Unfurnished,1468444
1942958,12,1,88579,Tiruppur,Fully furnished,1943522
2332341,12,1,34239,Tiruppur,Semi-furnished,1939905
2455410,12,1,59702,Tiruppur,Unfurnished,1909456
2493730,13,1,98424,Tiruppur,Fully furnished,2336768
2207113,13,1,73438,Tiruppur,Semi-furnished,1883969
2281153,13,1,28504,Tiruppur,Unfurnished,1661385
2289364,14,1,51804,Tiruppur,Fully furnished,2029885
2399059,14,1,68359,Tiruppur,Semi-furnished,1969675
1601555,14,1,912,Tiruppur,Unfurnished,1035188
1758956,15,1,35425,Tiruppur,Fully furnished,1539742
1771436,15,1,21847,Tiruppur,Semi-furnished,1339355
2026673,15,1,74085,Tiruppur,Unfurnished,1468258
2293913,0,1.5,1907,Tiruppur,Fully furnished,2550069
3017264,0,1.5,57895,Tiruppur,Semi-furnished,3042990
2445026,0,1.5,16952,Tiruppur,Unfurnished,2338014
2416539,1,1.5,26390,Tiruppur,Fully furnished,2674128
2893055,1,1.5,77013,Tiruppur,Semi-furnished,2967650
2251224,1,1.5,66987,Tiruppur,Unfurnished,2277802
3159774,2,1.5,34018,Tiruppur,Fully furnished,3230768
2218618,2,1.5,34803,Tiruppur,Semi-furnished,2337216
2351786,2,1.5,51252,Tiruppur,Unfurnished,2294612
2643413,3,1.5,94055,Tiruppur,Fully furnished,2943415
2472082,3,1.5,3763,Tiruppur,Semi-furnished,2434561
2421363,3,1.5,10406,Tiruppur,Unfurnished,2230629
2554913,4,1.5,39001,Tiruppur,Fully furnished,2726036
2527997,4,1.5,85435,Tiruppur,Semi-furnished,2627735
2566292,4,1.5,90301,Tiruppur,Unfurnished,2487544
2586218,5,1.5,71609,Tiruppur,Fully furnished,2790565
3109700,5,1.5,22114,Tiruppur,Semi-furnished,2899523
2349409,5,1.5,85199,Tiruppur,Unfurnished,2280489
2378761,6,1.5,99279,Tiruppur,Fully furnished,2660772
2688912,6,1.5,72521,Tiruppur,Semi-furnished,2657619
3088054,6,1.5,22383,Tiruppur,Unfurnished,2670664
2529097,7,1.5,86350,Tiruppur,Fully furnished,2711584
2599558,7,1.5,86272,Tiruppur,Semi-furnished,2584962
2962198,7,1.5,4823,Tiruppur,Unfurnished,2501381
3157609,8,1.5,6123,Tiruppur,Fully furnished,2975753
2681119,8,1.5,51157,Tiruppur,Semi-furnished,2532696
3161350,8,1.5,59380,Tiruppur,Unfurnished,2735762
2785591,9,1.5,97242,Tiruppur,Fully furnished,2854482
2993270,9,1.5,11255,Tiruppur,Semi-furnished,2643146
2617960,9,1.5,20273,Tiruppur,Unfurnished,2197750
2293913,10,1.5,1907,Tiruppur,Fully furnished,2230069
3017264,10,1.5,57895,Tiruppur,Semi-furnished,2722990
2445026,10,1.5,16952,Tiruppur,Unfurnished,2018014
2416539,11,1.5,26390,Tiruppur,Fully furnished,2334128
2893055,11,1.5,77013,Tiruppur,Semi-furnished,2627650
2251224,11,1.5,66987,Tiruppur,Unfurnished,1937802
3159774,12,1.5,34018,Tiruppur,Fully furnished,2870768
2218618,12,1.5,34803,Tiruppur,Semi-furnished,1977216
2351786,12,1.5,51252,Tiruppur,Unfurnished,1934612
2643413,13,1.5,94055,Tiruppur,Fully furnished,2563415
2472082,13,1.5,3763,Tiruppur,Semi-furnished,2054561
2421363,13,1.5,10406,Tiruppur,Unfurnished,1850629
2554913,14,1.5,39001,Tiruppur,Fully furnished,2326036
2527997,14,1.5,85435,Tiruppur,Semi-furnished,2227735
2566292,14,1.5,90301,Tiruppur,Unfurnished,2087544
2586218,15,1.5,71609,Tiruppur,Fully furnished,2370565
3109700,15,1.5,22114,Tiruppur,Semi-furnished,2479523
2349409,15,1.5,85199,Tiruppur,Unfurnished,1860489
3759742,0,2,42280,Tiruppur,Fully furnished,3890420
3002682,0,2,82952,Tiruppur,Semi-furnished,3224533
3155593,0,2,92630,Tiruppur,Unfurnished,3182037
3567876,1,2,55269,Tiruppur,Fully furnished,3750178
2975119,1,2,11619,Tiruppur,Semi-furnished,3023652
3361211,1,2,64121,Tiruppur,Unfurnished,3252587
2901415,2,2,90334,Tiruppur,Fully furnished,3295810
3071576,2,2,59326,Tiruppur,Semi-furnished,3176915
3400656,2,2,78893,Tiruppur,Unfurnished,3290063
3661062,3,2,69103,Tiruppur,Fully furnished,3799434
3639627,3,2,4445,Tiruppur,Semi-furnished,3460896
2932367,3,2,41610,Tiruppur,Unfurnished,2825141
3748851,4,2,78879,Tiruppur,Fully furnished,3858661
3651322,4,2,70518,Tiruppur,Semi-furnished,3586144
2865784,4,2,50505,Tiruppur,Unfurnished,2765107
3565763,5,2,63089,Tiruppur,Fully furnished,3653776
3033482,5,2,40775,Tiruppur,Semi-furnished,3020151
2968617,5,2,15404,Tiruppur,Unfurnished,2735038
2866099,6,2,90797,Tiruppur,Fully furnished,3149989
