Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
5216303,7,3.5,46664,Hyderabad,Semi-furnished,4708026
5239554,7,3.5,30410,Hyderabad,Unfurnished,4479103
4828360,8,3.5,52175,Hyderabad,Fully furnished,4570738
5235752,8,3.5,78651,Hyderabad,Semi-furnished,4905508
5312278,8,3.5,19254,Hyderabad,Unfurnished,4460346
5049372,9,3.5,74103,Hyderabad,Fully furnished,4869116
4660088,9,3.5,32530,Hyderabad,Semi-furnished,4158250
5484740,9,3.5,16441,Hyderabad,Unfurnished,4571438
5223555,0,4.0,93400,Hyderabad,Fully furnished,5239244
6003216,0,4.0,59743,Hyderabad,Semi-furnished,5511031
5966762,0,4.0,63753,Hyderabad,Unfurnished,5355928
5208068,1,4.0,77662,Hyderabad,Fully furnished,5122426
5430931,1,4.0,72945,Hyderabad,Semi-furnished,5122415
6139456,1,4.0,48966,Hyderabad,Unfurnished,5395361
5426193,2,4.0,8370,Hyderabad,Fully furnished,4871174
5681880,2,4.0,74953,Hyderabad,Semi-furnished,5325222
6140174,2,4.0,20533,Hyderabad,Unfurnished,5215337
6184433,3,4.0,28113,Hyderabad,Fully furnished,5586224
5875454,3,4.0,62355,Hyderabad,Semi-furnished,5394493
5844160,3,4.0,67296,Hyderabad,Unfurnished,5249104
5869998,4,4.0,75342,Hyderabad,Fully furnished,5608050
5497025,4,4.0,91229,Hyderabad,Semi-furnished,5254994
5665288,4,4.0,47650,Hyderabad,Unfurnished,4978130
6141982,5,4.0,31886,Hyderabad,Fully furnished,5554902
6168475,5,4.0,65559,Hyderabad,Semi-furnished,5628134
6091602,5,4.0,47885,Hyderabad,Unfurnished,5310592
6128396,6,4.0,50327,Hyderabad,Fully furnished,5644679
5538951,6,4.0,41097,Hyderabad,Semi-furnished,4967743
5908997,6,4.0,39070,Hyderabad,Unfurnished,5101618
5895464,7,4.0,45483,Hyderabad,Fully furnished,5419269
5230526,7,4.0,90932,Hyderabad,Semi-furnished,5010013
5418709,7,4.0,75812,Hyderabad,Unfurnished,4919839
5228030,8,4.0,19501,Hyderabad,Fully furnished,4719430
5454608,8,4.0,27369,Hyderabad,Semi-furnished,4797900
5527640,8,4.0,35883,Hyderabad,Unfurnished,4757410
6098576,9,4.0,26083,Hyderabad,Fully furnished,5445359
5545622,9,4.0,43178,Hyderabad,Semi-furnished,4955566
5897202,9,4.0,34835,Hyderabad,Unfurnished,5036772
5889262,0,4.5,12325,Hyderabad,Fully furnished,5310360
6623023,0,4.5,20327,Hyderabad,Semi-furnished,5795380
6454366,0,4.5,98849,Hyderabad,Unfurnished,5981587
6445242,1,4.5,6994,Hyderabad,Fully furnished,5713158
6702970,1,4.5,59256,Hyderabad,Semi-furnished,6082912
6043915,1,4.5,19896,Hyderabad,Unfurnished,5169508
6078848,2,4.5,93013,Hyderabad,Fully furnished,5926156
6709897,2,4.5,40386,Hyderabad,Semi-furnished,5965234
6696558,2,4.5,96988,Hyderabad,Unfurnished,6144174
6413344,3,4.5,94546,Hyderabad,Fully furnished,6192951
6134557,3,4.5,41490,Hyderabad,Semi-furnished,5501586
6799179,3,4.5,91356,Hyderabad,Unfurnished,6182479
6526575,4,4.5,10778,Hyderabad,Fully furnished,5770928
5991419,4,4.5,75279,Hyderabad,Semi-furnished,5579809
6478506,4,4.5,54242,Hyderabad,Unfurnished,5693257
5836291,5,4.5,144,Hyderabad,Fully furnished,5144897
5947672,5,4.5,52393,Hyderabad,Semi-furnished,5397496
6078672,5,4.5,76678,Hyderabad,Unfurnished,5498006
6788284,6,4.5,71653,Hyderabad,Fully furnished,6325545
6328326,6,4.5,56489,Hyderabad,Semi-furnished,5716595
6578714,6,4.5,75353,Hyderabad,Unfurnished,5880089
6276549,7,4.5,40418,Hyderabad,Fully furnished,5718747
6085416,7,4.5,16128,Hyderabad,Semi-furnished,5270101
6090613,7,4.5,29056,Hyderabad,Unfurnished,5201826
6694129,8,4.5,76725,Hyderabad,Fully furnished,6260653
5802630,8,4.5,95384,Hyderabad,Semi-furnished,5509408
6453201,8,4.5,39431,Hyderabad,Unfurnished,5544147
6675459,9,4.5,77322,Hyderabad,Fully furnished,6239299
5860177,9,4.5,89898,Hyderabad,Semi-furnished,5512530
6648086,9,4.5,65574,Hyderabad,Unfurnished,5846913
7264037,0,5.0,75459,Hyderabad,Fully furnished,6813984
7483158,0,5.0,46899,Hyderabad,Semi-furnished,6667920
7496555,0,5.0,39690,Hyderabad,Unfurnished,6485384
7348546,1,5.0,83028,Hyderabad,Fully furnished,6917005
7892688,1,5.0,67571,Hyderabad,Semi-furnished,7109576
7419486,1,5.0,47742,Hyderabad,Unfurnished,6462041
7601053,2,5.0,988,Hyderabad,Fully furnished,6616770
6934427,2,5.0,23982,Hyderabad,Semi-furnished,6071434
7365120,2,5.0,66907,Hyderabad,Unfurnished,6523538
7275884,3,5.0,30132,Hyderabad,Fully furnished,6521499
7487146,3,5.0,10121,Hyderabad,Semi-furnished,6420443
7022696,3,5.0,72863,Hyderabad,Unfurnished,6275335
7396754,4,5.0,16753,Hyderabad,Fully furnished,6527921
7578342,4,5.0,84639,Hyderabad,Semi-furnished,6930508
6968211,4,5.0,45507,Hyderabad,Unfurnished,6057611
6963320,5,5.0,91475,Hyderabad,Fully furnished,6619506
6922554,5,5.0,48811,Hyderabad,Semi-furnished,6180909
7047339,5,5.0,69094,Hyderabad,Unfurnished,6252435
7558707,6,5.0,39560,Hyderabad,Fully furnished,6774326
7098481,6,5.0,2071,Hyderabad,Semi-furnished,6031211
7532416,6,5.0,34174,Hyderabad,Unfurnished,6420977
6906528,7,5.0,9876,Hyderabad,Fully furnished,6064478
6954741,7,5.0,54662,Hyderabad,Semi-furnished,6221765
7707932,7,5.0,81491,Hyderabad,Unfurnished,6835292
7185599,8,5.0,90460,Hyderabad,Fully furnished,6761239
7488838,8,5.0,3696,Hyderabad,Semi-furnished,6333246
7806549,8,5.0,57458,Hyderabad,Unfurnished,6759987
7126410,9,5.0,11338,Hyderabad,Fully furnished,6229156
7181953,9,5.0,85586,Hyderabad,Semi-furnished,6569078
7181893,9,5.0,64766,Hyderabad,Unfurnished,6294110
1984353,0,1.0,49897,Rourkela,Fully furnished,2236864
2166451,0,1.0,61576,Rourkela,Semi-furnished,2302617
2165447,0,1.0,76239,Rourkela,Unfurnished,2239792
1964033,1,1.0,89894,Rourkela,Fully furnished,2450590
1510735,1,1.0,13295,Rourkela,Semi-furnished,1478358
2093931,1,1.0,40264,Rourkela,Unfurnished,1956729
1974126,2,1.0,77810,Rourkela,Fully furnished,2376161
2085221,2,1.0,90084,Rourkela,Semi-furnished,2388681
1676043,2,1.0,38339,Rourkela,Unfurnished,1600868
1782853,3,1.0,54015,Rourkela,Fully furnished,2070372
2402953,3,1.0,31042,Rourkela,Semi-furnished,2278614
2417226,3,1.0,87877,Rourkela,Unfurnished,2481043
2379353,4,1.0,34599,Rourkela,Fully furnished,2421076
2012257,4,1.0,7552,Rourkela,Semi-furnished,1815118
1599968,4,1.0,22390,Rourkela,Unfurnished,1424314
2295244,5,1.0,17105,Rourkela,Fully furnished,2238825
2134780,5,1.0,46589,Rourkela,Semi-furnished,2137358
2023463,5,1.0,14775,Rourkela,Unfurnished,1707420
1806509,6,1.0,90682,Rourkela,Fully furnished,2279299
2099914,6,1.0,1884,Rourkela,Semi-furnished,1831235
1976267,6,1.0,11536,Rourkela,Unfurnished,1640230
1775569,7,1.0,52187,Rourkela,Fully furnished,2013577
2120099,7,1.0,56281,Rourkela,Semi-furnished,2163765
2202037,7,1.0,86756,Rourkela,Unfurnished,2262166
2260569,8,1.0,50753,Rourkela,Fully furnished,2382973
2435470,8,1.0,65709,Rourkela,Semi-furnished,2462630
1750438,8,1.0,89529,Rourkela,Unfurnished,1907524
2190346,9,1.0,91194,Rourkela,Fully furnished,2559441
1790921,9,1.0,48356,Rourkela,Semi-furnished,1832873
2047110,9,1.0,53794,Rourkela,Unfurnished,1920452
2932014,0,1.5,81118,Rourkela,Fully furnished,3207319
2893876,0,1.5,12835,Rourkela,Semi-furnished,2617111
2864102,0,1.5,58973,Rourkela,Unfurnished,2720120
2311359,1,1.5,73580,Rourkela,Fully furnished,2655567
2535662,1,1.5,90498,Rourkela,Semi-furnished,2786518
2641604,1,1.5,92836,Rourkela,Unfurnished,2735299
2882994,2,1.5,83821,Rourkela,Fully furnished,3164321
2246508,2,1.5,15957,Rourkela,Semi-furnished,2097948
2690937,2,1.5,39634,Rourkela,Unfurnished,2445554
2364492,3,1.5,15184,Rourkela,Fully furnished,2327698
2936171,3,1.5,62919,Rourkela,Semi-furnished,2921451
2309040,3,1.5,42509,Rourkela,Unfurnished,2147286
3108774,4,1.5,71795,Rourkela,Fully furnished,3252789
3018284,4,1.5,40053,Rourkela,Semi-furnished,2839945
3142811,4,1.5,41490,Rourkela,Unfurnished,2798189
2492370,5,1.5,37066,Rourkela,Fully furnished,2541292
3174036,5,1.5,73160,Rourkela,Semi-furnished,3153189
2723103,5,1.5,60633,Rourkela,Unfurnished,2567280
2229638,6,1.5,63632,Rourkela,Fully furnished,2480502
3108780,6,1.5,54320,Rourkela,Semi-furnished,2977944
2645888,6,1.5,63493,Rourkela,Unfurnished,2512668
3026377,7,1.5,95784,Rourkela,Fully furnished,3300806
2821360,7,1.5,61697,Rourkela,Semi-furnished,2782270
2850367,7,1.5,89830,Rourkela,Unfurnished,2824274
2799770,8,1.5,8086,Rourkela,Fully furnished,2583332
2654809,8,1.5,602,Rourkela,Semi-furnished,2272459
3166458,8,1.5,3564,Rourkela,Unfurnished,2549550
3198867,9,1.5,30647,Rourkela,Fully furnished,3027976
3150997,9,1.5,15868,Rourkela,Semi-furnished,2751006
2893689,9,1.5,57870,Rourkela,Unfurnished,2647171
3397994,0,2.0,25618,Rourkela,Fully furnished,3272103
2999705,0,2.0,78391,Rourkela,Semi-furnished,3120110
3717599,0,2.0,49486,Rourkela,Unfurnished,3370995
3474297,1,2.0,62324,Rourkela,Fully furnished,3543382
3368059,1,2.0,11953,Rourkela,Semi-furnished,3006165
3171470,1,2.0,70600,Rourkela,Unfurnished,3050776
3781153,2,2.0,66539,Rourkela,Fully furnished,3804156
2830716,2,2.0,56269,Rourkela,Semi-furnished,2832187
3659516,2,2.0,77959,Rourkela,Unfurnished,3475367
3592221,3,2.0,20998,Rourkela,Fully furnished,3369765
3702846,3,2.0,4052,Rourkela,Semi-furnished,3206589
3478119,3,2.0,68189,Rourkela,Unfurnished,3261629
3137995,4,2.0,90706,Rourkela,Fully furnished,3414632
3573556,4,2.0,22178,Rourkela,Semi-furnished,3201913
3449937,4,2.0,19825,Rourkela,Unfurnished,2938900
3586405,5,2.0,78915,Rourkela,Fully furnished,3692614
3263235,5,2.0,39429,Rourkela,Semi-furnished,3047162
2949258,5,2.0,35452,Rourkela,Unfurnished,2622118
3484645,6,2.0,75697,Rourkela,Fully furnished,3581898
3463232,6,2.0,55492,Rourkela,Semi-furnished,3293538
3270031,6,2.0,82143,Rourkela,Unfurnished,3148883
3450701,7,2.0,42220,Rourkela,Fully furnished,3343881
3179540,7,2.0,37766,Rourkela,Semi-furnished,2950228
2838324,7,2.0,82141,Rourkela,Unfurnished,2793505
3013089,8,2.0,1655,Rourkela,Fully furnished,2740401
3003692,8,2.0,96099,Rourkela,Semi-furnished,3149548
3428277,8,2.0,34344,Rourkela,Unfurnished,2968686
2981009,9,2.0,22522,Rourkela,Fully furnished,2829939
3745950,9,2.0,7466,Rourkela,Semi-furnished,3201556
2914819,9,2.0,54736,Rourkela,Unfurnished,2670271
3941871,0,2.5,94180,Rourkela,Fully furnished,4143577
3598383,0,2.5,87006,Rourkela,Semi-furnished,3675742
3460904,0,2.5,6941,Rourkela,Unfurnished,2935369
3912192,1,2.5,98723,Rourkela,Fully furnished,4137092
3761592,1,2.5,88258,Rourkela,Semi-furnished,3803822
3734882,1,2.5,54682,Rourkela,Unfurnished,3430998
3807309,2,2.5,12638,Rourkela,Fully furnished,3526675
3915411,2,2.5,53700,Rourkela,Semi-furnished,3709529
3848294,2,2.5,83800,Rourkela,Unfurnished,3686435
4168619,3,2.5,49633,Rourkela,Fully furnished,4027693
4328277,3,2.5,81348,Rourkela,Semi-furnished,4195710
4233404,3,2.5,23360,Rourkela,Unfurnished,3621883
4013810,4,2.5,33727,Rourkela,Fully furnished,3798410
3894916,4,2.5,79032,Rourkela,Semi-furnished,3825125
3761514,4,2.5,63427,Rourkela,Unfurnished,3474773
3449636,5,2.5,652,Rourkela,Fully furnished,3138621
3789885,5,2.5,41426,Rourkela,Semi-furnished,3505464
3906463,5,2.5,91567,Rourkela,Unfurnished,3749572
3906802,6,2.5,81130,Rourkela,Fully furnished,3977222
4124299,6,2.5,48737,Rourkela,Semi-furnished,3806861
3746775,6,2.5,94073,Rourkela,Unfurnished,3626858
4001074,7,2.5,4920,Rourkela,Fully furnished,3585379
3508151,7,2.5,31904,Rourkela,Semi-furnished,3202945
4236972,7,2.5,72955,Rourkela,Unfurnished,3882308
3673646,8,2.5,67827,Rourkela,Fully furnished,3690879
3740387,8,2.5,84888,Rourkela,Semi-furnished,3696638
3960878,8,2.5,19858,Rourkela,Unfurnished,3332850
4321431,9,2.5,39434,Rourkela,Fully furnished,4028749
4073078,9,2.5,67924,Rourkela,Semi-furnished,3851006
4353876,9,2.5,44362,Rourkela,Unfurnished,3784273
4882743,0,3.0,66109,Rourkela,Fully furnished,4752848
4508484,0,3.0,4428,Rourkela,Semi-furnished,3933355
4655590,0,3.0,13259,Rourkela,Unfurnished,3954026
4424381,1,3.0,39277,Rourkela,Fully furnished,4215167
4589016,1,3.0,80863,Rourkela,Semi-furnished,4446391
4362327,1,3.0,85207,Rourkela,Unfurnished,4141104
4815373,2,3.0,54058,Rourkela,Fully furnished,4606646
4395467,2,3.0,6660,Rourkela,Semi-furnished,3836334
4932315,2,3.0,77105,Rourkela,Unfurnished,4538482
4644893,3,3.0,78566,Rourkela,Fully furnished,4607310
4328101,3,3.0,66975,Rourkela,Semi-furnished,4134331
4927146,3,3.0,13909,Rourkela,Unfurnished,4145171
4574414,4,3.0,98273,Rourkela,Fully furnished,4659169
4978379,4,3.0,89645,Rourkela,Semi-furnished,4780573
4369497,4,3.0,79120,Rourkela,Unfurnished,4080318
4725708,5,3.0,26611,Rourkela,Fully furnished,4340232
4848867,5,3.0,20695,Rourkela,Semi-furnished,4253264
4553365,5,3.0,72282,Rourkela,Unfurnished,4176384
4631137,6,3.0,78041,Rourkela,Fully furnished,4563156
4280172,6,3.0,10718,Rourkela,Semi-furnished,3728446
4929143,6,3.0,22533,Rourkela,Unfurnished,4168512
4653599,7,3.0,46695,Rourkela,Fully furnished,4383049
4095529,7,3.0,43427,Rourkela,Semi-furnished,3766985
4767210,7,3.0,1735,Rourkela,Unfurnished,3904178
4810642,8,3.0,78001,Rourkela,Fully furnished,4686520
4550775,8,3.0,76965,Rourkela,Semi-furnished,4322410
4039356,8,3.0,13068,Rourkela,Unfurnished,3379893
4241064,9,3.0,5863,Rourkela,Fully furnished,3788029
4508297,9,3.0,7139,Rourkela,Semi-furnished,3859472
4557999,9,3.0,77472,Rourkela,Unfurnished,4171231
5341878,0,3.5,55260,Rourkela,Fully furnished,5080062
4832705,0,3.5,43639,Rourkela,Semi-furnished,4452998
4982079,0,3.5,62190,Rourkela,Unfurnished,4533803
5215704,1,3.5,91061,Rourkela,Fully furnished,5183929
5223884,1,3.5,37228,Rourkela,Semi-furnished,4717475
5197645,1,3.5,52627,Rourkela,Unfurnished,4638878
5303039,2,3.5,72008,Rourkela,Fully furnished,5129479
5364563,2,3.5,38166,Rourkela,Semi-furnished,4825646
5106310,2,3.5,61875,Rourkela,Unfurnished,4611298
4827130,3,3.5,97699,Rourkela,Fully furnished,4892898
5453372,3,3.5,14769,Rourkela,Semi-furnished,4746312
5465597,3,3.5,78832,Rourkela,Unfurnished,4990470
5399642,4,3.5,50000,Rourkela,Fully furnished,5054714
4734015,4,3.5,45930,Rourkela,Semi-furnished,4347792
5559751,4,3.5,3638,Rourkela,Unfurnished,4604629
5568322,5,3.5,62038,Rourkela,Fully furnished,5251886
4736195,5,3.5,12217,Rourkela,Semi-furnished,4137258
4665060,5,3.5,90764,Rourkela,Unfurnished,4401632
5543585,6,3.5,83333,Rourkela,Fully furnished,5349866
4964840,6,3.5,86447,Rourkela,Semi-furnished,4755554
4782767,6,3.5,51256,Rourkela,Unfurnished,4248750
4957628,7,3.5,1661,Rourkela,Fully furnished,4381068
4699222,7,3.5,38799,Rourkela,Semi-furnished,4247172
5052570,7,3.5,50734,Rourkela,Unfurnished,4451460
5159267,8,3.5,83838,Rourkela,Fully furnished,5025442
4701074,8,3.5,27511,Rourkela,Semi-furnished,4170925
4983312,8,3.5,99574,Rourkela,Unfurnished,4679094
4765993,9,3.5,22630,Rourkela,Fully furnished,4333574
5525687,9,3.5,93560,Rourkela,Semi-furnished,5216910
4606089,9,3.5,84218,Rourkela,Unfurnished,4275179
5385917,0,4.0,55739,Rourkela,Fully furnished,5143168
5568139,0,4.0,19347,Rourkela,Semi-furnished,4920593
5805871,0,4.0,89689,Rourkela,Unfurnished,5382831
6113025,1,4.0,35295,Rourkela,Fully furnished,5592190
5731204,1,4.0,3549,Rourkela,Semi-furnished,4946257
5356202,1,4.0,52232,Rourkela,Unfurnished,4788354
5665735,2,4.0,26889,Rourkela,Fully furnished,5173922
5332755,2,4.0,99200,Rourkela,Semi-furnished,5191404
5414254,2,4.0,2951,Rourkela,Unfurnished,4529109
5903289,3,4.0,16755,Rourkela,Fully furnished,5293161
6075817,3,4.0,4475,Rourkela,Semi-furnished,5207504
5271544,3,4.0,3728,Rourkela,Unfurnished,4409603
6034181,4,4.0,87427,Rourkela,Fully furnished,5811907
5418076,4,4.0,16281,Rourkela,Semi-furnished,4742147
5211031,4,4.0,27078,Rourkela,Unfurnished,4491293
5578880,5,4.0,79385,Rourkela,Fully furnished,5389414
5447237,5,4.0,49239,Rourkela,Semi-furnished,4953224
5353538,5,4.0,19209,Rourkela,Unfurnished,4548084
5614725,6,4.0,23840,Rourkela,Fully furnished,5074820
5739658,6,4.0,64976,Rourkela,Semi-furnished,5271582
5665330,6,4.0,76160,Rourkela,Unfurnished,5129224
5734495,7,4.0,11822,Rourkela,Fully furnished,5088528
6042008,7,4.0,9968,Rourkela,Semi-furnished,5173414
5999269,7,4.0,23917,Rourkela,Unfurnished,5072917
5647669,8,4.0,99964,Rourkela,Fully furnished,5537919
5726016,8,4.0,43688,Rourkela,Semi-furnished,5112941
5363189,8,4.0,7264,Rourkela,Unfurnished,4454135
5667319,9,4.0,90419,Rourkela,Fully furnished,5486369
5390777,9,4.0,53920,Rourkela,Semi-furnished,4896142
6173657,9,4.0,30531,Rourkela,Unfurnished,5232112
6636809,0,4.5,73085,Rourkela,Fully furnished,6272957
5963022,0,4.5,21875,Rourkela,Semi-furnished,5276668
6662243,0,4.5,22294,Rourkela,Unfurnished,5688558
6497370,1,4.5,70316,Rourkela,Fully furnished,6134792
6567560,1,4.5,91076,Rourkela,Semi-furnished,6165504
6492348,1,4.5,97309,Rourkela,Unfurnished,5992732
6299705,2,4.5,92777,Rourkela,Fully furnished,6101426
5866728,2,4.5,37023,Rourkela,Semi-furnished,5270520
6523373,2,4.5,87628,Rourkela,Unfurnished,5949466
6340797,3,4.5,61208,Rourkela,Fully furnished,5934886
5896592,3,4.5,11762,Rourkela,Semi-furnished,5132846
6497409,3,4.5,47358,Rourkela,Unfurnished,5677075
6482543,4,4.5,26713,Rourkela,Fully furnished,5831312
6285774,4,4.5,29931,Rourkela,Semi-furnished,5543205
6508051,4,4.5,18395,Rourkela,Unfurnished,5501811
6278402,5,4.5,5857,Rourkela,Fully furnished,5532864
6619764,5,4.5,59314,Rourkela,Semi-furnished,5976695
6052404,5,4.5,51465,Rourkela,Unfurnished,5325713
6269381,6,4.5,79916,Rourkela,Fully furnished,5960001
6136455,6,4.5,20040,Rourkela,Semi-furnished,5344404
6728385,6,4.5,40392,Rourkela,Unfurnished,5790060
6773150,7,4.5,13382,Rourkela,Fully furnished,5953812
5814975,7,4.5,25826,Rourkela,Semi-furnished,5111936
6644711,7,4.5,78454,Rourkela,Unfurnished,5941493
6399636,8,4.5,3538,Rourkela,Fully furnished,5585937
6316945,8,4.5,57275,Rourkela,Semi-furnished,5692206
6395803,8,4.5,38340,Rourkela,Unfurnished,5491682
6100252,9,4.5,73552,Rourkela,Fully furnished,5756514
6710390,9,4.5,94433,Rourkela,Semi-furnished,6219910
6494233,9,4.5,55340,Rourkela,Unfurnished,5662426
6918599,0,5.0,8635,Rourkela,Fully furnished,6136689
7833205,0,5.0,61994,Rourkela,Semi-furnished,7038528
7005636,0,5.0,85345,Rourkela,Unfurnished,6366579
7837830,1,5.0,47946,Rourkela,Fully furnished,7097940
7450916,1,5.0,57466,Rourkela,Semi-furnished,6695529
7882230,1,5.0,51370,Rourkela,Unfurnished,6854004
7736799,2,5.0,59979,Rourkela,Fully furnished,7079313
7712495,2,5.0,66603,Rourkela,Semi-furnished,6949614
7599270,2,5.0,59405,Rourkela,Unfurnished,6665846
7317712,3,5.0,88692,Rourkela,Fully furnished,6906322
7417320,3,5.0,12149,Rourkela,Semi-furnished,6376750
7210900,3,5.0,57861,Rourkela,Unfurnished,6335886
7422274,4,5.0,43721,Rourkela,Fully furnished,6710145
7535841,4,5.0,38230,Rourkela,Semi-furnished,6618053
7809169,4,5.0,14350,Rourkela,Unfurnished,6543435
7420255,5,5.0,98679,Rourkela,Fully furnished,7028278
7365389,5,5.0,7415,Rourkela,Semi-furnished,6286801
7266761,5,5.0,86608,Rourkela,Unfurnished,6533057
7872836,6,5.0,80160,Rourkela,Fully furnished,7269229
7778476,6,5.0,95409,Rourkela,Semi-furnished,7135235
7517912,6,5.0,37613,Rourkela,Unfurnished,6430008
7891888,7,5.0,92708,Rourkela,Fully furnished,7349758
7218047,7,5.0,70515,Rourkela,Semi-furnished,6527528
6910095,7,5.0,57166,Rourkela,Unfurnished,6051072
7362429,8,5.0,92039,Rourkela,Fully furnished,6912177
7784847,8,5.0,25965,Rourkela,Semi-furnished,6703668
7633020,8,5.0,45469,Rourkela,Unfurnished,6549230
7650484,9,5.0,78306,Rourkela,Fully furnished,7050223
7052804,9,5.0,26630,Rourkela,Semi-furnished,6112023
7020226,9,5.0,15786,Rourkela,Unfurnished,5870897
1677017,0,1.0,8872,Jhansi,Fully furnished,1744846
1952834,0,1.0,46673,Jhansi,Semi-furnished,2042305
2128287,0,1.0,35132,Jhansi,Unfurnished,1963422
2462839,1,1.0,92833,Jhansi,Fully furnished,2867269
2340042,1,1.0,23763,Jhansi,Semi-furnished,2204612
2247968,1,1.0,1722,Jhansi,Unfurnished,1848706
1619018,2,1.0,23235,Jhansi,Fully furnished,1764624
2044775,2,1.0,57266,Jhansi,Semi-furnished,2159416
1924360,2,1.0,5621,Jhansi,Unfurnished,1603214
1517374,3,1.0,86486,Jhansi,Fully furnished,2052815
2147884,3,1.0,71492,Jhansi,Semi-furnished,2317259
1887485,3,1.0,18402,Jhansi,Unfurnished,1640400
2391381,4,1.0,53155,Jhansi,Fully furnished,2542035
2061817,4,1.0,96320,Jhansi,Semi-furnished,2387374
2305808,4,1.0,56724,Jhansi,Unfurnished,2194990
2275765,5,1.0,27556,Jhansi,Fully furnished,2285948
1808329,5,1.0,73047,Jhansi,Semi-furnished,2034945
1858668,5,1.0,20145,Jhansi,Unfurnished,1607804
1849266,6,1.0,27580,Jhansi,Fully furnished,1934893
2113259,6,1.0,44342,Jhansi,Semi-furnished,2096659
2444625,6,1.0,22488,Jhansi,Unfurnished,2080628
1648040,7,1.0,1796,Jhansi,Fully furnished,1609208
2391578,7,1.0,76496,Jhansi,Semi-furnished,2502238
1930556,7,1.0,32769,Jhansi,Unfurnished,1721059
2172903,8,1.0,39986,Jhansi,Fully furnished,2248238
1941413,8,1.0,53351,Jhansi,Semi-furnished,1993236
2283662,8,1.0,73652,Jhansi,Unfurnished,2238842
2035378,9,1.0,97471,Jhansi,Fully furnished,2473128
1655619,9,1.0,7952,Jhansi,Semi-furnished,1482207
2299712,9,1.0,92104,Jhansi,Unfurnished,2352394
2251589,0,1.5,97051,Jhansi,Fully furnished,2758577
2764213,0,1.5,53676,Jhansi,Semi-furnished,2758426
2323348,0,1.5,68689,Jhansi,Unfurnished,2345812
2693155,1,1.5,91719,Jhansi,Fully furnished,3069838
2419630,1,1.5,25578,Jhansi,Semi-furnished,2304172
3190335,1,1.5,97339,Jhansi,Unfurnished,3201302
2558919,2,1.5,24988,Jhansi,Fully furnished,2552063
2417487,2,1.5,50558,Jhansi,Semi-furnished,2442338
2787652,2,1.5,90843,Jhansi,Unfurnished,2830180
2680211,3,1.5,73031,Jhansi,Fully furnished,2927355
2968528,3,1.5,64475,Jhansi,Semi-furnished,2956672
2655851,3,1.5,56774,Jhansi,Unfurnished,2510325
3138748,4,1.5,79536,Jhansi,Fully furnished,3323214
3012514,4,1.5,34031,Jhansi,Semi-furnished,2799197
2656512,4,1.5,94670,Jhansi,Unfurnished,2728230
2844416,5,1.5,42796,Jhansi,Fully furnished,2857309
3001568,5,1.5,95870,Jhansi,Semi-furnished,3151474
2932943,5,1.5,40222,Jhansi,Unfurnished,2612686
3022085,6,1.5,85102,Jhansi,Fully furnished,3243280
2381937,6,1.5,76834,Jhansi,Semi-furnished,2531554
2939889,6,1.5,42618,Jhansi,Unfurnished,2622619
2583500,7,1.5,62207,Jhansi,Fully furnished,2745042
2557501,7,1.5,38217,Jhansi,Semi-furnished,2430303
2997957,7,1.5,70225,Jhansi,Unfurnished,2824716
3156894,8,1.5,11754,Jhansi,Fully furnished,2891039
2639104,8,1.5,17949,Jhansi,Semi-furnished,2363977
2936714,8,1.5,32429,Jhansi,Unfurnished,2538945
2542118,9,1.5,62149,Jhansi,Fully furnished,2691588
3181696,9,1.5,45981,Jhansi,Semi-furnished,2956243
2456919,9,1.5,96018,Jhansi,Unfurnished,2526643
3714191,0,2.0,75525,Jhansi,Fully furnished,3824503
3003679,0,2.0,38830,Jhansi,Semi-furnished,2885923
3051140,0,2.0,25167,Jhansi,Unfurnished,2691914
3588940,1,2.0,44838,Jhansi,Fully furnished,3530180
3671434,1,2.0,27598,Jhansi,Semi-furnished,3342735
3669695,1,2.0,33582,Jhansi,Unfurnished,3227248
3792803,2,2.0,53753,Jhansi,Fully furnished,3736760
3273082,2,2.0,26850,Jhansi,Semi-furnished,3009566
3226115,2,2.0,19522,Jhansi,Unfurnished,2778024
3378904,3,2.0,87270,Jhansi,Fully furnished,3596743
2937981,3,2.0,56798,Jhansi,Semi-furnished,2911173
3099023,3,2.0,52432,Jhansi,Unfurnished,2863810
3379001,4,2.0,13494,Jhansi,Fully furnished,3144165
3646907,4,2.0,97491,Jhansi,Semi-furnished,3712472
3652487,4,2.0,2502,Jhansi,Unfurnished,2997002
3433352,5,2.0,41957,Jhansi,Fully furnished,3348424
3778276,5,2.0,73807,Jhansi,Semi-furnished,3665463
3565941,5,2.0,75689,Jhansi,Unfurnished,3356887
3065872,6,2.0,72534,Jhansi,Fully furnished,3227902
3581423,6,2.0,13521,Jhansi,Semi-furnished,3136264
3461343,6,2.0,35399,Jhansi,Unfurnished,3021468
3675477,7,2.0,82414,Jhansi,Fully furnished,3764866
2981801,7,2.0,75069,Jhansi,Semi-furnished,3015855
3544084,7,2.0,63592,Jhansi,Unfurnished,3246819
2818744,8,2.0,39732,Jhansi,Fully furnished,2813387
3550546,8,2.0,33085,Jhansi,Semi-furnished,3208947
3412514,8,2.0,74182,Jhansi,Unfurnished,3195103
3689258,9,2.0,70420,Jhansi,Fully furnished,3683926
